freq	auto_valeur
10.0	1.8080326866964365
10.004606691503636	1.8084431032558308
10.009215505167928	1.8088536099843413
10.0138264419705	1.8092642068995193
10.01843950288941	1.809674894018923
10.023054688903176	1.8100856713601086
10.027672000990757	1.810496538940632
10.032291440131576	1.8109074967780572
10.036913007305502	1.8113185448899398
10.041536703492852	1.8117296832938514
10.046162529674389	1.8121409120073497
10.05079048683135	1.8125522310480053
10.0554205759454	1.812963640433385
10.060052797998669	1.8133751401810583
10.06468715397373	1.8137867303085997
10.069323644853627	1.8141984108335798
10.07396227162184	1.814610181773572
10.078603035262303	1.815022043146157
10.083245936759402	1.8154339949689082
10.087890977097997	1.8158460372594103
10.092538157263377	1.8162581700352427
10.097187478241295	1.8166703933139863
10.101838941017954	1.817082707113228
10.106492546580023	1.8174951114505533
10.111148295914612	1.817907606343551
10.115806190009291	1.8183201918098109
10.12046622985208	1.8187328678669212
10.12512841643147	1.8191456345324792
10.12979275073639	1.8195584918240773
10.134459233756232	1.8199714397593103
10.139127866480836	1.8203844783557768
10.143798649900514	1.8207976076310761
10.148471585006023	1.8212108276028112
10.153146672788578	1.8216241382885807
10.157823914239843	1.8220375397059936
10.162503310351958	1.8224510318726503
10.167184862117507	1.822864614806164
10.171868570529528	1.823278288524138
10.176554436581519	1.8236920530441871
10.181242461267447	1.8241059083839228
10.185932645581724	1.824519854560957
10.190624990519225	1.8249338915929059
10.195319497075278	1.8253480194973888
10.20001616624568	1.8257622382920227
10.20471499902668	1.8261765479944263
10.209415996414984	1.826590948622225
10.214119159407756	1.8270054401930373
10.218824489002634	1.827420022724494
10.223531986197697	1.827834696234221
10.228241651991494	1.8282494607398438
10.232953487383025	1.8286643162589897
10.237667493371768	1.829079262809297
10.242383670957643	1.8294943004083954
10.247102021141043	1.829909429073918
10.251822544922806	1.830324648823504
10.256545243304254	1.8307399596747878
10.261270117287152	1.8311553616454135
10.265997167873735	1.8315708547530192
10.270726396066689	1.8319864390152465
10.275457802869182	1.83240211444974
10.280191389284827	1.8328178810741513
10.284927156317703	1.8332337389061204
10.28966510497235	1.8336496879632964
10.294405236253784	1.8340657282633355
10.299147551167469	1.834481859823885
10.303892050719334	1.8348980826625991
10.308638735915771	1.8353143967971346
10.313387607763651	1.8357308022451475
10.31813866727029	1.8361472990242966
10.322891915443476	1.8365638871522416
10.327647353291452	1.836980566646643
10.332404981822949	1.8373973375251642
10.337164802047138	1.8378141998054711
10.341926814973665	1.8382311535052291
10.346691021612635	1.838648198642106
10.351457422974637	1.8390653352337705
10.356226020070704	1.8394825632978946
10.360996813912344	1.8398998828521518
10.365769805511523	1.8403172939142116
10.370544995880692	1.8407347965017549
10.375322386032753	1.8411523906324554
10.380101976981068	1.8415700763239917
10.384883769739492	1.841987853594045
10.389667765322322	1.8424057224602983
10.394453964744335	1.842823682940433
10.399242369020762	1.8432417350521326
10.404032979167322	1.8436598788130882
10.40882579620019	1.8440781142409852
10.413620821136009	1.8444964413535128
10.418418054991886	1.8449148601683591
10.42321749878541	1.845333370703221
10.428019153534631	1.845751972975792
10.432823020258066	1.8461706670037676
10.437629099974696	1.8465894528048454
10.442437393703992	1.847008330396718
10.447247902465875	1.8474272997970946
10.452060627280742	1.8478463610236717
10.456875569169455	1.8482655140941524
10.461692729153363	1.8486847590262452
10.466512108254266	1.8491040958376517
10.471333707494447	1.8495235245460848
10.476157527896646	1.849943045169251
10.480983570484097	1.85036265772486
10.485811836280487	1.8507823622306252
10.49064232630998	1.8512021587042637
10.495475041597203	1.8516220471634874
10.500309983167279	1.8520420276260134
10.505147152045778	1.8524621001095603
10.509986549258755	1.85288226463185
10.514828175832731	1.8533025212106018
10.51967203279471	1.8537228698635408
10.524518121172163	1.8541433106083893
10.529366441993028	1.8545638434628757
10.534216996285723	1.8549844684447234
10.539069785079148	1.8554051855716662
10.543924809402663	1.8558259948614324
10.548782070286109	1.8562468963317569
10.553641568759792	1.8566678900003668
10.558503305854515	1.8570889758850042
10.563367282601535	1.8575101540033994
10.568233500032589	1.8579314243732967
10.573101959179887	1.8583527870124292
10.577972661076132	1.858774241938544
10.582845606754478	1.8591957891693793
10.58772079724857	1.8596174287226803
10.59259823359252	1.8600391606161926
10.597477916820933	1.8604609848676648
10.602359847968872	1.8608829014948438
10.607244028071884	1.861304910515477
10.612130458165991	1.8617270119473206
10.617019139287702	1.8621492058081246
10.621910072473991	1.8625714921156455
10.626803258762317	1.8629938708876361
10.631698699190606	1.863416342141855
10.636596394797284	1.8638389058960625
10.641496346621237	1.864261562168017
10.64639855570183	1.86468431097548
10.651303023078913	1.8651071523362182
10.65620974979282	1.8655300862679918
10.661118736884355	1.8659531127885696
10.6660299853948	1.8663762319157189
10.670943496365918	1.8667994436672066
10.675859270839968	1.867222748060808
10.680777309859668	1.8676461451142892
10.685697614468223	1.8680696348454262
10.690620185709317	1.8684932172719964
10.695545024627128	1.8689168924117725
10.700472132266299	1.8693406602825349
10.705401509671958	1.8697645209020615
10.710333157889714	1.8701884742881323
10.71526707796567	1.8706125204585315
10.720203270946396	1.8710366594310408
10.725141737878948	1.871460891223448
10.73008247981086	1.8718852158535355
10.735025497790167	1.8723096333390943
10.739970792865366	1.872734143697913
10.74491836608544	1.8731587469477826
10.74986821849987	1.8735834431064948
10.754820351158607	1.8740082321918416
10.759774765112088	1.8744331142216228
10.76473146141123	1.8748580892136326
10.769690441107452	1.8752831571856687
10.774651705252635	1.8757083181555294
10.779615254899158	1.8761335721410193
10.784581091099874	1.8765589191599354
10.789549214908137	1.8769843592300863
