Frequence               Value
0                         0
0                         0
3.4201363648161276E-4     0
421.29065800384376        0
625.7368977406663         0
1209.0469053585336        0
1985.5640876337368        0
2175.14590705319          0
1.0602507978131384        0.2639993826546045
418.3643736642843         0.2639993826546045
629.16635675556           0.2639993826546045
1215.402436555675         0.2639993826546045
1974.4075797506766        0.2639993826546045
2186.8051588443327        0.2639993826546045
2.2717989212806544        0.527998765309209
410.1185699080219         0.527998765309209
638.9204628985896         0.527998765309209
1233.488913674925         0.527998765309209
1946.6369702592442        0.527998765309209
2216.0818640550237        0.527998765309209
3.756578831919287         0.7919981479638134
397.78793718587883        0.7919981479638134
653.7605916812051         0.7919981479638134
1261.0218143680709        0.7919981479638134
1910.6200473995239        0.7919981479638134
2254.6017337849353        0.7919981479638134
5.597942843817524         1.055997530618418
380.626513837918          1.055997530618418
382.67646002575464        1.055997530618418
671.5604324913244         1.055997530618418
672.3850982772371         1.055997530618418
1295.5633042156578        1.055997530618418
1870.9657243722907        1.055997530618418
2297.7445674356613        1.055997530618418
7.848278861618714         1.3199969132730225
365.8172015508902         1.3199969132730225
693.7241665715334         1.3199969132730225
1335.152271118693         1.3199969132730225
1829.7565195423163        1.3199969132730225
2343.4110771219503        1.3199969132730225
10.540554385159107        1.5839962959276268
347.9367818062868         1.5839962959276268
717.0638493887774         1.5839962959276268
1378.385759178627         1.5839962959276268
1787.9825493609294        1.5839962959276268
2390.5878024780154        1.5839962959276268
13.697102108691736        1.8479956785822313
329.5251691647923         1.8479956785822313
741.8855387845181         1.8479956785822313
1159.3516112447278        1.8479956785822313
1424.2895443311352        1.8479956785822313
1746.1705925981132        1.8479956785822313
2438.7164269057134        1.8479956785822313
17.334902835763277        2.111995061236836
310.9151854378387         2.111995061236836
767.8293888316545         2.111995061236836
1316.11117800163          2.111995061236836
1472.1714180267757        2.111995061236836
1704.6398142954772        2.111995061236836
2487.4357626221577        2.111995061236836
21.468365585187083        2.3759944438914404
292.33983411033           2.3759944438914404
794.624851977524          2.3759944438914404
1468.7775892624163        2.3759944438914404
1521.5087182553445        2.3759944438914404
1663.6140138175276        2.3759944438914404
2536.4662504961702        2.3759944438914404
26.110465545358355        2.639993826546045
273.97037759239026        2.639993826546045
822.0478868142618         2.639993826546045
1571.8664407294827        2.639993826546045
1616.4532274318794        2.639993826546045
1623.2861048199413        2.639993826546045
2585.549208498281         2.639993826546045
31.27261214999546         2.9039932092006495
255.94111702868733        2.9039932092006495
849.8888359550829         2.9039932092006495
1583.807688940894         2.9039932092006495
1622.843017530918         2.9039932092006495
1758.1103850167558        2.9039932092006495
2634.4058150921646        2.9039932092006495
36.96314400773088         3.1679925918552536
238.3662123823968         3.1679925918552536
877.9241705049366         3.1679925918552536
1545.407959563309         3.1679925918552536
1674.0084139154603        3.1679925918552536
1892.4796595534438        3.1679925918552536
2682.7014699380243        3.1679925918552536
43.183799402698675        3.431991974509858
221.35251622851942        3.431991974509858
905.8858456046818         3.431991974509858
1508.327781817444         3.431991974509858
1724.856046494373         3.431991974509858
2018.1107792932048        3.431991974509858
2730.0023484891126        3.431991974509858
49.922587576286546        3.6959913571644627
205.01193359771582        3.6959913571644627
933.4214986763293         3.6959913571644627
1472.9072934009569        3.6959913571644627
1774.7275592297212        3.6959913571644627
2133.3116025808563        3.6959913571644627
2748.955990305253         3.6959913571644627
57.139469665135394        3.9599907398190672
189.4779952128712         3.9599907398190672
960.0372078161924         3.9599907398190672
1439.6314132976968        3.9599907398190672
1822.7131057058155        3.9599907398190672
2236.1649839771308        3.9599907398190672
2691.263968020032         3.9599907398190672
64.7362324507417          4.223990122473672
174.9359160829531         4.223990122473672
985.0138941112077         4.223990122473672
1409.2126961152624        4.223990122473672
1867.5086930490104        4.223990122473672
2324.574824503336         4.223990122473672
2638.5429314344938        4.223990122473672
72.48862577500383         4.487989505128276
161.68856618409723        4.487989505128276
1007.2966084562152        4.487989505128276
1382.7014301220186        4.487989505128276
1907.2356704687772        4.487989505128276
2396.369049584673         4.487989505128276
2592.6614534819573        4.487989505128276
79.88580077539223         4.751988887782881
150.31385101758744        4.751988887782881
1025.396477162266         4.751988887782881
1361.58325058766          4.751988887782881
1939.2983085136736        4.751988887782881
2449.470326668792         4.751988887782881
2556.2076887945377        4.751988887782881
85.78835686898464         5.015988270437485
142.00287326755685        5.015988270437485
1037.4540419165505        5.015988270437485
1347.71549592826          5.015988270437485
1960.5293734368033        5.015988270437485
2482.12502851733          5.015988270437485
2532.3439265935212        5.015988270437485
88.19553181297297         5.27998765309209
138.78914784247908        5.27998765309209
1041.7231384919965        5.27998765309209
1342.8431319196773        5.27998765309209
1968.0175829303575        5.27998765309209
2493.1495920414814        5.27998765309209
2523.978759026984         5.27998765309209
